category_alias,category_title,id
italian,Italian,lZ28GDranYgohEBlhLAYuQ
french,French,4jAY4aCmn3KqNMrfZJPcvg
seafood,Seafood,qWY5_v3XjhSfaw3KrS9eOg
seafood,Seafood,awnyHcz9mpobe91T43PvxQ
scandinavian,Scandinavian,awnyHcz9mpobe91T43PvxQ
bakeries,Bakeries,fDII6pKChvtlPND14v853w
french,French,6e4I5RDNwFPVH4nNOxxKrg
japanese,Japanese,G6OAB1ZuwnGYOvo1phqaRQ
bakeries,Bakeries,vf6FNB8SQhYsmIGwkbz9BQ
desserts,Desserts,vf6FNB8SQhYsmIGwkbz9BQ
salad,Salad,85_KIoZXQQL_Swkpxw5COA
french,French,85_KIoZXQQL_Swkpxw5COA
sandwiches,Sandwiches,85_KIoZXQQL_Swkpxw5COA
museums,Museums,L4nEaEI72gvFRI88L4xaEw
international,International,gBCOp4QBoGaawgNigHij8w
italian,Italian,gBCOp4QBoGaawgNigHij8w
restaurants,Restaurants,F0Ba9IJc78CHd8LcIU_z9w
french,French,WHHt_Jb8Tgidn9mW7oDnIg
bakeries,Bakeries,wCfRv8PEb1cNjy02y3NoFQ
bistros,Bistros,us0-Gf-_M-8MZzqBagb5kA
coffee,Coffee & Tea,Vcai0o69zrtqbAY_Wam9Iw
bakeries,Bakeries,06DyILiMgvx5cIcSYK7bLQ
italian,Italian,bYhtqa4y-Sem1syq3kQffQ
bistros,Bistros,ImboxNVZPq7Wn3JWUjchWQ
italian,Italian,fexAXMbB1T03-k7O0Ttwdw
wine_bars,Wine Bars,ASen2utCctS6YWluJAJbPA
bistros,Bistros,ASen2utCctS6YWluJAJbPA
cocktailbars,Cocktail Bars,ASen2utCctS6YWluJAJbPA
bakeries,Bakeries,us8zYWKaS2f3y88iYVo3gQ
himalayan,Himalayan/Nepalese,3fVE8i57zteoeBnrgAkbCw
cafes,Cafes,H8wx17sZ7i4C463OgHCDFQ
bakeries,Bakeries,H8wx17sZ7i4C463OgHCDFQ
japanese,Japanese,u-PsbIdHlea2tcgVpwPJsQ
sushi,Sushi Bars,u-PsbIdHlea2tcgVpwPJsQ
french,French,MsxfKPacvYhg97x1ui22wA
french,French,weiNgy7k32W5fmZoTaF-Bw
wine_bars,Wine Bars,d-HpsAD3_duEkraGrE952g
soup,Soup,m8NmEDE037oBJ0zQ1lbDZw
chinese,Chinese,m8NmEDE037oBJ0zQ1lbDZw
panasian,Pan Asian,m8NmEDE037oBJ0zQ1lbDZw
tea,Tea Rooms,b4SiRx5qTgijxyQ-KWHgCw
cakeshop,Patisserie/Cake Shop,b4SiRx5qTgijxyQ-KWHgCw
coffeeroasteries,Coffee Roasteries,vsCWS8eD-35ryL5cNwuYRw
breakfast_brunch,Breakfast & Brunch,vsCWS8eD-35ryL5cNwuYRw
salad,Salad,eKECABmrfM7CNCXDUsujYQ
sandwiches,Sandwiches,eKECABmrfM7CNCXDUsujYQ
gluten_free,Gluten-Free,eKECABmrfM7CNCXDUsujYQ
bakeries,Bakeries,4PcxyWXrkBeHXsCc8GhDHg
italian,Italian,HaqUm30q9W7scOj2k-bpSg
bakeries,Bakeries,hgCCn5C3hFgb-fRj8WZi-A
cakeshop,Patisserie/Cake Shop,hgCCn5C3hFgb-fRj8WZi-A
laotian,Laotian,_FjIipJ6hez_tlqqDieenQ
french,French,9Xi2_E_2c0_1A4UxntR6Og
peruvian,Peruvian,Ws4ibqvZYP7uAX1_8zfuQw
halal,Halal,wbkod_0Enz97_AyXe54KSw
french,French,wbkod_0Enz97_AyXe54KSw
french,French,qMnhkyNKQymNssDsYG1muA
french,French,N_lW5al83X9cmqyHjvjEsA
coffee,Coffee & Tea,N_lW5al83X9cmqyHjvjEsA
pizza,Pizza,9ru1fYRoXm4IMRldUOS59A
salad,Salad,9ru1fYRoXm4IMRldUOS59A
whiskeybars,Whiskey Bars,2QkEIA-U84lAdCQY_7ax-w
bakeries,Bakeries,hOLjmbvoVVL_2t9U4ODbvQ
cakeshop,Patisserie/Cake Shop,hOLjmbvoVVL_2t9U4ODbvQ
sharedofficespaces,Shared Office Spaces,OHGcF5jpWEHvtRXghqHx9Q
coffee,Coffee & Tea,OHGcF5jpWEHvtRXghqHx9Q
eventplanning,Party & Event Planning,OHGcF5jpWEHvtRXghqHx9Q
asianfusion,Asian Fusion,KpoXpvctx9Yw5rP7T6FdgQ
panasian,Pan Asian,1oeXmtMcBbS0BZbsLGZ0qg
bakeries,Bakeries,gOL6AHQZhY3oSKj2QQhaNg
hotdogs,Fast Food,rSWF0mXkm-J6SZCO4q9tFA
pizza,Pizza,5_4JD4c6IKCqrSAYUUgmgQ
italian,Italian,5_4JD4c6IKCqrSAYUUgmgQ
french,French,GoYMZz55cdFN8ZIc63QJ7Q
french,French,Xh16xM655GFnFdGAXMGiFQ
desserts,Desserts,aQh7g0UkQNHWUU2ZY3jFSQ
coffee,Coffee & Tea,aQh7g0UkQNHWUU2ZY3jFSQ
bars,Bars,JGmlBOPev4wX4bQOmjMvbA
coffee,Coffee & Tea,v0erDERoPDk719Mt1gkEZw
mediterranean,Mediterranean,gcI2EOl5TnFpHa4uzrlJOw
cocktailbars,Cocktail Bars,TzbS5NTzdK5oYkc8YEx4SA
french,French,XkiFIjW7peRyKhBVOYKzVA
bistros,Bistros,XkiFIjW7peRyKhBVOYKzVA
pizza,Pizza,XMtOE6L58G8II2HN2EQqEQ
french,French,XMtOE6L58G8II2HN2EQqEQ
cocktailbars,Cocktail Bars,XMtOE6L58G8II2HN2EQqEQ
moroccan,Moroccan,Jp5n11ZLuFH3n6iQ9zSSZg
gluten_free,Gluten-Free,Jp5n11ZLuFH3n6iQ9zSSZg
french,French,42oT6JZLfnCRT_4Z8GGMvQ
tapas,Tapas Bars,X5IyD3AYdOtIkUuE0QV5cA
seafood,Seafood,X5IyD3AYdOtIkUuE0QV5cA
senegalese,Senegalese,i68SO4FbrwQ735qjDEFJnA
french,French,RZKuo6dEEUk4FQrhHfo4pw
bakeries,Bakeries,u8yQBt-WlxQPYZKEe2FY1g
desserts,Desserts,u8yQBt-WlxQPYZKEe2FY1g
pubs,Pubs,ZUDq3UloGN-1A-a6OVX6Aw
musicvenues,Music Venues,ZUDq3UloGN-1A-a6OVX6Aw
cakeshop,Patisserie/Cake Shop,tpaCl2PkKpeNFoGevHD7FQ
bakeries,Bakeries,tpaCl2PkKpeNFoGevHD7FQ
salad,Salad,qBWYoCphaZeK9NqyqV0tgQ
hotdogs,Fast Food,qBWYoCphaZeK9NqyqV0tgQ
sandwiches,Sandwiches,qBWYoCphaZeK9NqyqV0tgQ
french,French,QLTo1y7dGCAANPQ7Po9fhA
brasseries,Brasseries,QLTo1y7dGCAANPQ7Po9fhA
bars,Bars,YXuSdz_JWpB4_nY4ggmlbw
salad,Salad,YXuSdz_JWpB4_nY4ggmlbw
burgers,Burgers,YXuSdz_JWpB4_nY4ggmlbw
burgers,Burgers,xsCFiOHruIdlj6JFs1rokA
bbq,Barbeque,xsCFiOHruIdlj6JFs1rokA
salad,Salad,xsCFiOHruIdlj6JFs1rokA
chinese,Chinese,q3sXsBE_DWLkcQR7rLvz0w
french,French,ACekuBfaUUkw9isv7zBUiQ
seafood,Seafood,ACekuBfaUUkw9isv7zBUiQ
bistros,Bistros,oGDr0XaImMDpiVuqxgdeoQ
pizza,Pizza,cJPOKlNnbJAxEQGB9t_Rkg
halal,Halal,cJPOKlNnbJAxEQGB9t_Rkg
japanese,Japanese,B6t9rEvRLyMwJbQ3RKHbJQ
portuguese,Portuguese,O9acSDghTMkUevs3TxrPqw
sushi,Sushi Bars,zBzGBbcTPtAd6XjzcK8UWw
japanese,Japanese,zBzGBbcTPtAd6XjzcK8UWw
french,French,5dKZ9WDjaG8FLpXLt6AgpQ
bars,Bars,5dKZ9WDjaG8FLpXLt6AgpQ
restaurants,Restaurants,2V2yDdQdf7xPu4gdZt8Tjw
french,French,Xghxj90gTCgRhBwSTSa6bw
lebanese,Lebanese,Xghxj90gTCgRhBwSTSa6bw
restaurants,Restaurants,lc41IrM0HbxYR69YmIePaA
bars,Bars,lc41IrM0HbxYR69YmIePaA
french,French,fPiYIjJGnPhg72jZa0plIg
japanese,Japanese,LPjEK6YnHJPvfZexgoEyGQ
sushi,Sushi Bars,LPjEK6YnHJPvfZexgoEyGQ
italian,Italian,hH8eOc6t-KS4DxfxeRjzvQ
pizza,Pizza,hH8eOc6t-KS4DxfxeRjzvQ
italian,Italian,kJVuq3kyfU45wsRwQPWk8Q
bakeries,Bakeries,-Oqr-JRnFK-cMTtc13zL3Q
french,French,39JKH-41xyEVKjVI75ST4w
international,International,39JKH-41xyEVKjVI75ST4w
french,French,nsOeoBRrECA9_llX-IB22w
cafes,Cafes,B4d0GBKrF2Rz3WWr3bpKFA
vietnamese,Vietnamese,FECqJqzCLd7lpI-Bou5csA
french,French,BNRuBK7WeRumRzipT7xBjA
bars,Bars,BNRuBK7WeRumRzipT7xBjA
chinese,Chinese,rpgpw9v79Hh91kF5soQNnQ
mexican,Mexican,f6qIKSyHqK3ZGugkvb076w
french,French,_3AP0cwBociYfFTpjH5WIg
french,French,dmWAR1xuEUiWPQo0NX6Fhw
bars,Bars,R184dXR3enkK9yN8cq46Iw
moroccan,Moroccan,R184dXR3enkK9yN8cq46Iw
brasseries,Brasseries,R184dXR3enkK9yN8cq46Iw
bistros,Bistros,l6pI9BbiMXJrnQIxUDdCaw
bars,Bars,8sM5s2_D19WIwADb-3mhyQ
musicvenues,Music Venues,8sM5s2_D19WIwADb-3mhyQ
chinese,Chinese,SHKMfl_9Lcx7R5K0mRHWyg
panasian,Pan Asian,SHKMfl_9Lcx7R5K0mRHWyg
moroccan,Moroccan,MPUp8Rx4H5jmu713uruizw
chinese,Chinese,yjqZzO9eU-PWTYsIzgY9zA
japanese,Japanese,yjqZzO9eU-PWTYsIzgY9zA
french,French,5s8e60g-7gQ_Ybqdp_LCbQ
panasian,Pan Asian,5s8e60g-7gQ_Ybqdp_LCbQ
bakeries,Bakeries,bNLELF0e_VObyiBvvScW4g
cakeshop,Patisserie/Cake Shop,bNLELF0e_VObyiBvvScW4g
wine_bars,Wine Bars,xJ2cKZbEDGaa1CxSoJ-5Cg
french,French,xJ2cKZbEDGaa1CxSoJ-5Cg
beerbar,Beer Bar,KKdzARPYdmbjmzGrYXcYbA
bistros,Bistros,ffyDe0isvIoazdm78LAVSg
french,French,ffyDe0isvIoazdm78LAVSg
bagels,Bagels,cptjvv5RQFpHW53KgeGAhA
cafes,Cafes,IS-ph2BFwGrYLMOYFCOUnw
beerbar,Beer Bar,lTTzYtu-mkObqRANIRt5wg
wine_bars,Wine Bars,lTTzYtu-mkObqRANIRt5wg
hotdogs,Fast Food,sCbLigteBXDzIve1ZgBCfQ
lebanese,Lebanese,sCbLigteBXDzIve1ZgBCfQ
french,French,IMnLlceZimV_OhHO6F6eLg
bars,Bars,QTzEWq8nRLLwYUJi_3Iz8Q
cafes,Cafes,QTzEWq8nRLLwYUJi_3Iz8Q
butcher,Butcher,rl4JqMHzHx6dHbBNzSLcTg
butcher,Butcher,Jyb9N5vDI7pnFwUSv2hXZQ
parks,Parks,hi8exBCxJra79qPEovRing
landmarks,Landmarks & Historical Buildings,hi8exBCxJra79qPEovRing
pizza,Pizza,KCts2Ipmfzgc_QH2Gp22zA
italian,Italian,KCts2Ipmfzgc_QH2Gp22zA
bars,Bars,3bYzNVawAvwGkF1e6O3xDw
japanese,Japanese,fktUPloPt_3PWrzyYNq1rA
indpak,Indian,BbaN5LPeNF9Ejd_mVDmnaw
pizza,Pizza,az9nK5n9cFyw0On1gn-u7g
french,French,C5xv5wdf8mkZXqrq4aim3g
wine_bars,Wine Bars,C5xv5wdf8mkZXqrq4aim3g
beer_and_wine,"Beer, Wine & Spirits",C5xv5wdf8mkZXqrq4aim3g
indpak,Indian,zMT2NdJn6TW1YmfkIWAfjw
italian,Italian,MZPyGja5tPCnvcjPA2IkcA
pizza,Pizza,MZPyGja5tPCnvcjPA2IkcA
french,French,mx4A-HpA5RVXlWDHJKrBIg
parks,Parks,ZkHS5rUeb-J5K1u0WRRZFA
breakfast_brunch,Breakfast & Brunch,yORtNidFFmSfFLGdyBtSgA
french,French,BD_poW53hBAKxDjf40Mq1Q
french,French,EGOI9ZJssbshHMCs5CgEEQ
french,French,8jq9Wumj3Yri8HKPWT5Ekg
french,French,TU0s5H4ct3hbu1axgoxlFA
cafes,Cafes,Y1HWvUYyacXV5MoyCbLCoA
french,French,0v26s2eIC20M_vTnwqyHPg
bakeries,Bakeries,QUgI1WoNc8vxFI9ondu-xg
african,African,NEoldzd3tUx98uOLvvnWKw
bistros,Bistros,IQzmfrWb2kW-RuegmPaS-w
sandwiches,Sandwiches,26Ts-2XRSeqiweSwLuyv6Q
delicatessen,Delicatessen,26Ts-2XRSeqiweSwLuyv6Q
coffee,Coffee & Tea,C4bVk10hzVqRZYb6yy6D8A
bakeries,Bakeries,VvOuiA43GoL0QxNmueeGMg
japanese,Japanese,d0p3U3DSWIBJ40XZgMmC0A
french,French,ScuxLQQOQWGB6jrP4565MA
creperies,Creperies,ScuxLQQOQWGB6jrP4565MA
salad,Salad,ScuxLQQOQWGB6jrP4565MA
lounges,Lounges,PCOSXTuU7pLdNnas9cdD8w
cafes,Cafes,PCOSXTuU7pLdNnas9cdD8w
golf,Golf,Pd7N6yw3RaYwJifGYjuULg
bakeries,Bakeries,4pWhD6wJu45sBhbrI14wjA
japanese,Japanese,FfLcAoVwNQW3MIVo-0UWzA
panasian,Pan Asian,FfLcAoVwNQW3MIVo-0UWzA
japanese,Japanese,QBHF29wgC_ZNv3G8Ji1PDw
sushi,Sushi Bars,QBHF29wgC_ZNv3G8Ji1PDw
burgers,Burgers,GoLGuHW-Lt58SeHyHk7XJg
creperies,Creperies,_1hVJY8mN9A9b4IANm-qYw
pizza,Pizza,-N7A5RVxt4vdJBB5h8tZXw
italian,Italian,-N7A5RVxt4vdJBB5h8tZXw
fooddeliveryservices,Food Delivery Services,-N7A5RVxt4vdJBB5h8tZXw
chinese,Chinese,x2qBVutfA9sHbuEXzXS4Og
vietnamese,Vietnamese,x2qBVutfA9sHbuEXzXS4Og
thai,Thai,x2qBVutfA9sHbuEXzXS4Og
stadiumsarenas,Stadiums & Arenas,8H5e26ZB6nGJOhCG5sCJjg
parks,Parks,8H5e26ZB6nGJOhCG5sCJjg
chinese,Chinese,6IXORSpn4mB1BG7Fz6jf6Q
vietnamese,Vietnamese,6IXORSpn4mB1BG7Fz6jf6Q
thai,Thai,6IXORSpn4mB1BG7Fz6jf6Q
restaurants,Restaurants,Sj9cEeQ8ATTL32TXQLU_mQ
breakfast_brunch,Breakfast & Brunch,F5F7r7sCoeTTe_e-7MVg8Q
cafes,Cafes,F5F7r7sCoeTTe_e-7MVg8Q
pizza,Pizza,F5F7r7sCoeTTe_e-7MVg8Q
restaurants,Restaurants,M7ecmUmx3iBZUSbbhlRQfA
bakeries,Bakeries,eMHWnb6ig6pIki4nzzFcJQ
portuguese,Portuguese,xw_96NkJD4iR3dpWak_0vw
restaurants,Restaurants,roqxukjgXwiIxAl5K10FaQ
korean,Korean,UjxlYEPpNSHZsgkXTZXAfA
french,French,v0c2wjLoKWYXDHrHTkRcSw
lebanese,Lebanese,dGhFkkR-2ZiFXfsCJNG5OQ
salad,Salad,dGhFkkR-2ZiFXfsCJNG5OQ
sandwiches,Sandwiches,dGhFkkR-2ZiFXfsCJNG5OQ
vietnamese,Vietnamese,y6W23vFLTQV4c1EmB23S-Q
moroccan,Moroccan,YjTOgR8ZRYRRH5qjCxUCpQ
french,French,NerAPXI1rxR9fVo-1erqrQ
pizza,Pizza,MBX813phW8g6HiBV6ppp5Q
italian,Italian,MBX813phW8g6HiBV6ppp5Q
lebanese,Lebanese,DVjPgHN9D9RS4VK6Dd5pBA
hotdogs,Fast Food,BrSrY6eEJskuIwLlLixVFw
japanese,Japanese,W4sqORTDgu-aI5fSCtomzA
italian,Italian,3JaVV8jxGSRYnlEvWgE79Q
restaurants,Restaurants,So1GPsivL_qBJSc19fDGBw
restaurants,Restaurants,iuOr3pz0tkhSdDtGpjZbmw
french,French,2BUo8nsZIVa_ZwOLtRCJmQ
bars,Bars,2BUo8nsZIVa_ZwOLtRCJmQ
basque,Basque,CIe-2UTmOxEvtwD_E4nqIA
grocery,Grocery,CIe-2UTmOxEvtwD_E4nqIA
restaurants,Restaurants,ys7kiT43uNTUtgOjoCQi1w
lebanese,Lebanese,q5Y-dXa8ywMOABG3WflwAA
halal,Halal,q5Y-dXa8ywMOABG3WflwAA
arabian,Arabic,q5Y-dXa8ywMOABG3WflwAA
pubs,Pubs,RY6uTCW5NwN8AnfeYkjfMA
bakeries,Bakeries,9Aywsi0QelbDGAaoPmYd-Q
cafes,Cafes,vaUsqopocotQ6Xnke2lw8A
galleries,Art Galleries,S7VwCEVLPaYIZtZ2AaL_Ww
bakeries,Bakeries,S7VwCEVLPaYIZtZ2AaL_Ww
chinese,Chinese,8iBRqGjOu4CnUKvelRu1JA
african,African,jQnwCvK4vsXS8WCmLBrIkA
french,French,hyKPTol3RKQm8S4IHtBsRQ
chinese,Chinese,mTtqXRXp4_MJegIHYOoPYg
french,French,8G0v1xjC0kcURL749x__tA
wine_bars,Wine Bars,8G0v1xjC0kcURL749x__tA
french,French,-mi7_8IfHDJSjK3KuSLuog
mediterranean,Mediterranean,fX_RsiTpbwpVKjQJVo8K3g
french,French,fX_RsiTpbwpVKjQJVo8K3g
desserts,Desserts,erZ7YtY4Z62_PNpUqh0fhg
coffee,Coffee & Tea,erZ7YtY4Z62_PNpUqh0fhg
panasian,Pan Asian,erZ7YtY4Z62_PNpUqh0fhg
french,French,WVeyJKUkYPTzm6FIDtKMpw
korean,Korean,Ksx0RVZtYuh9hd1Lt42XfA
lebanese,Lebanese,qAQTZdpVkMuGspaf4l2BBw
cafes,Cafes,bbi97rCa7UL4jOZ2eNZVwA
breakfast_brunch,Breakfast & Brunch,bbi97rCa7UL4jOZ2eNZVwA
french,French,pt3g9D5gkWTwanBscCLToQ
korean,Korean,IucBQxcOXGZd4OezcpdKeQ
vietnamese,Vietnamese,7hePVRXOyDD2wkpfQmOxrQ
french,French,IUjXmKo-WnKZl8l-WVYrfA
pizza,Pizza,SCIn9w_ezUXWffZtK1D-kA
salad,Salad,SCIn9w_ezUXWffZtK1D-kA
italian,Italian,SCIn9w_ezUXWffZtK1D-kA
japanese,Japanese,YggkCJq5nprLW9Ud91gJbA
french,French,oFdyQjpA87-Y1BlFJi81Pg
seafood,Seafood,-XdeJunKGvFEyjTAm4Wjtg
cocktailbars,Cocktail Bars,O-X0r1kxlDzKimc-HyicSw
danceclubs,Dance Clubs,O-X0r1kxlDzKimc-HyicSw
seafood,Seafood,yNjWRVdbVvzGkQNhvpuMvg
french,French,CQi4W2vY8KSiG6n24eaScA
sushi,Sushi Bars,W2DRU4CmZwGy6I5C1Jwe1g
japanese,Japanese,W2DRU4CmZwGy6I5C1Jwe1g
french,French,Yq1084dh0THvZYQRJkR1kg
bars,Bars,InFc2tIyO3RkfJdqu5H6EA
french,French,jvaKUEzscmxTmVSbSR7Maw
breakfast_brunch,Breakfast & Brunch,jvaKUEzscmxTmVSbSR7Maw
jazzandblues,Jazz & Blues,I3Hmkr69O3TEfqh_BZ7KBQ
bars,Bars,I3Hmkr69O3TEfqh_BZ7KBQ
cocktailbars,Cocktail Bars,lTGYl3EcDKgXUhKpd7qQsw
beerbar,Beer Bar,lTGYl3EcDKgXUhKpd7qQsw
cafes,Cafes,lTGYl3EcDKgXUhKpd7qQsw
macarons,Macarons,9hDfehxkmfQYaE9nvVKjCw
chocolate,Chocolatiers & Shops,9hDfehxkmfQYaE9nvVKjCw
icecream,Ice Cream & Frozen Yogurt,9hDfehxkmfQYaE9nvVKjCw
gourmet,Specialty Food,wAFzjPSm_GfmcPqyUJxmxw
bakeries,Bakeries,wAFzjPSm_GfmcPqyUJxmxw
vietnamese,Vietnamese,GNJSCW8x0N0R_s7BJug8cg
french,French,R38fKm8cPHPBCovE9ThGVA
creperies,Creperies,ilCyT646klObzfxseJ0z1A
french,French,ilCyT646klObzfxseJ0z1A
wine_bars,Wine Bars,ilCyT646klObzfxseJ0z1A
bakeries,Bakeries,r2kbxjWiU8BV7Vxn-p53Qg
sandwiches,Sandwiches,r2kbxjWiU8BV7Vxn-p53Qg
wine_bars,Wine Bars,N_um0udzr5HLGN_KMCHyDQ
bakeries,Bakeries,Pn0BTmp4ZxJLS4FHLYHY2g
beerbar,Beer Bar,5TvpB7UPDFdUv_MqQfEsEg
pubs,Pubs,5TvpB7UPDFdUv_MqQfEsEg
french,French,iPkTOYajrg6e7-ldGgyJQA
french,French,JhmhAbjtOhjWqMjUj9IwYg
museums,Museums,IGne41QpDs1YnCDhw44GIw
japanese,Japanese,z5Uyisyd9qU7sFGRNyowwA
french,French,auVjpJst3io9eb6s8pt2Ag
wine_bars,Wine Bars,auVjpJst3io9eb6s8pt2Ag
restaurants,Restaurants,PKpDGvhD_7hJWoUwdOXUyg
pizza,Pizza,CzIpCPKyjA4-RAxNtApr6Q
italian,Italian,CzIpCPKyjA4-RAxNtApr6Q
french,French,oaQqFlZMArCHyDUSzFFhmw
french,French,9YGHVIExM7h2My84CTKpQQ
french,French,LsgVnQCkOxNN3XOvdCAwEw
beerbar,Beer Bar,LsgVnQCkOxNN3XOvdCAwEw
cocktailbars,Cocktail Bars,LsgVnQCkOxNN3XOvdCAwEw
italian,Italian,zV4s5IayJhiCe5jqYbTM_Q
french,French,bLU03O9C-t3eX9GGN-0Tow
restaurants,Restaurants,Db6fIHCJLiX-RCu0v0_egQ
italian,Italian,P2-YSPFnPLppUTDCzushTg
pizza,Pizza,P2-YSPFnPLppUTDCzushTg
french,French,9OyPyTmY8WNV-gAIOZDEIg
museums,Museums,njeu2OAqtqO8jQhfJslm8Q
salad,Salad,DPSqlOxK1w4U8suA5ux05w
soup,Soup,DPSqlOxK1w4U8suA5ux05w
sandwiches,Sandwiches,DPSqlOxK1w4U8suA5ux05w
lebanese,Lebanese,TXx3oYZKg5t8w3aIFZ0Edw
burgers,Burgers,6FUSAQ03zzwyMrUO18VuYg
restaurants,Restaurants,gNxtFBjrCZw5t5Kab7dQew
eastern_european,Eastern European,RBjFi0vfHsE877rRTiWR4A
turkish,Turkish,YtBPi1OJPjoH7P8DGCpquA
kebab,Kebab,YtBPi1OJPjoH7P8DGCpquA
vietnamese,Vietnamese,GJfk1ZLQeJIz28gFK6xd7g
kebab,Kebab,AQzioCKDA8PNvIXaQO1d_w
catering,Caterers,Cd17mEsdnG0DY6U-86Dn2Q
portuguese,Portuguese,Cd17mEsdnG0DY6U-86Dn2Q
hotdogs,Fast Food,vh4E5bxOf8PO7VxkA2p2Qw
tapasmallplates,Tapas/Small Plates,7M5e943gtENh4Esi8RFeQw
french,French,fp2Og-_qLvM2M3VMsF8W0A
wine_bars,Wine Bars,fp2Og-_qLvM2M3VMsF8W0A
brasseries,Brasseries,hhlZ_dt8_-xcKIqmkduObA
burgers,Burgers,hhlZ_dt8_-xcKIqmkduObA
chinese,Chinese,hhzNClGhNfe0CzMO1EkD_A
restaurants,Restaurants,KD4VqtDcCWpGYXXfSgqCuA
spanish,Spanish,TtCUyN4XlMMIxB-I9jdTsA
restaurants,Restaurants,gicRmLwmTEp5KGP8tciaIQ
bars,Bars,gicRmLwmTEp5KGP8tciaIQ
pubs,Pubs,5c-x4hnMwHgSnxVc4UKrTg
danceclubs,Dance Clubs,5c-x4hnMwHgSnxVc4UKrTg
pizza,Pizza,YM_dZyeoLGJz1pp4gNVH-g
indpak,Indian,2YuhvvNiiJAcJqA1nASplg
pakistani,Pakistani,2YuhvvNiiJAcJqA1nASplg
restaurants,Restaurants,ezjYZW7VynguC4LLbw-ROw
japanese,Japanese,BSD7DZUlz7-y0Wu1L0iGog
pizza,Pizza,7eEMVnnRnNCS36um5rlm1A
italian,Italian,7eEMVnnRnNCS36um5rlm1A
food,Food,7eEMVnnRnNCS36um5rlm1A
pizza,Pizza,gRynnAXo8oWcGI4j53NOjw
tex-mex,Tex-Mex,gRynnAXo8oWcGI4j53NOjw
salad,Salad,gRynnAXo8oWcGI4j53NOjw
pizza,Pizza,EZrBxoh-0-7_daecNKBVvA
french,French,xAx-SmdovJ1jLLPeP-sz7w
bars,Bars,xAx-SmdovJ1jLLPeP-sz7w
danceclubs,Dance Clubs,xAx-SmdovJ1jLLPeP-sz7w
french,French,GcXYnzn-J6N6lKYt1rmdhg
bakeries,Bakeries,xiVrVHZnXIQ1QsYB5ZckXQ
creperies,Creperies,f9XCOqtE3qrvURUXIQbLzQ
bars,Bars,f9XCOqtE3qrvURUXIQbLzQ
pizza,Pizza,-FG1vfWFxkhYnNiKEwqPLg
sud_ouest,French Southwest,eGqQ_9kksER3P4qT9p26nw
french,French,iwbkYfgaQZDK8PqQxwkS7g
persian,Persian/Iranian,EqruLhO8XGIIUXRXoOza2A
cafes,Cafes,qC_AJP7ww7Vbug3bwDVvTg
chickenshop,Chicken Shop,1djxsLyRrmz2Ci0A_oYmDQ
bbq,Barbeque,1djxsLyRrmz2Ci0A_oYmDQ
chinese,Chinese,Ei_yYfm22NkhI8EM-nnAqw
french,French,NyDVfQD_JJ9JOrZ6blTHNA
french,French,zpvfY-aVrqIt6-W7up_I5Q
french,French,NYvkVO0cExmTnWGKw9DD1Q
bakeries,Bakeries,75o5GGijnKTb2DfmTZEg2w
cafes,Cafes,9v5wjdsZ3Y9fIzCbNHZaow
breakfast_brunch,Breakfast & Brunch,9v5wjdsZ3Y9fIzCbNHZaow
french,French,07-tDuYdWTosbTugLwTUDw
coffee,Coffee & Tea,DH956iI91y45OpnCNb5_sg
bubbletea,Bubble Tea,vsEQ4vAzTw5PB8QPSwDWKQ
cafes,Cafes,vsEQ4vAzTw5PB8QPSwDWKQ
sandwiches,Sandwiches,vsEQ4vAzTw5PB8QPSwDWKQ
french,French,zSZ5-zMnusVLLEPOaJasSQ
french,French,U3BHZJh7OTGzyzAnuRhsJg
vegan,Vegan,szmR_ZXSV85gWSDH38g4QA
bookstores,Bookstores,4wu4yzuq8KumELj2qeNyHw
coffee,Coffee & Tea,4wu4yzuq8KumELj2qeNyHw
bakeries,Bakeries,KESpMmUvRyFJmsw9AN4-GQ
french,French,TdACvPkXg0xjOvK8eYjnRQ
persian,Persian/Iranian,HXV1dy85FXHlT5An8eI4fA
bookstores,Bookstores,g7ceVj6dLb1NGIXb4JG40g
sandwiches,Sandwiches,g7ceVj6dLb1NGIXb4JG40g
bubbletea,Bubble Tea,syfRIl99mik41_x2Zijenw
vietnamese,Vietnamese,PkBfwjMHkfmmq_d4T_LL0w
thai,Thai,PkBfwjMHkfmmq_d4T_LL0w
chinese,Chinese,PkBfwjMHkfmmq_d4T_LL0w
french,French,EXbBGRYUu2X1xaA83WnN4Q
italian,Italian,EXbBGRYUu2X1xaA83WnN4Q
french,French,i67eoaIRG-dE3eXw6iCQDQ
pizza,Pizza,_krfAiFpbX_n7t5XbcHOiQ
italian,Italian,_krfAiFpbX_n7t5XbcHOiQ
vietnamese,Vietnamese,f0x-9Da_QHfxjahGK_Wlcg
sandwiches,Sandwiches,ODpAE-4WQAZV166-3H9TfA
vietnamese,Vietnamese,ODpAE-4WQAZV166-3H9TfA
laotian,Laotian,7C3QnbURsiDxiJcwcAjoCA
thai,Thai,7C3QnbURsiDxiJcwcAjoCA
panasian,Pan Asian,7C3QnbURsiDxiJcwcAjoCA
cambodian,Cambodian,e18Z9RhKyC8459HxB3WEZg
vietnamese,Vietnamese,sVZsCd4nD5F3X7wyr0XciQ
vietnamese,Vietnamese,caDP1P0M1ZpzHu-ZmvZrmQ
