category_alias,category_title,id
buffets,Buffets,dSjbVNMQQwyp6mQMjWyZNQ
japanese,Japanese,-XlcMdqvvoCdekl5VuRZyg
sushi,Sushi Bars,-XlcMdqvvoCdekl5VuRZyg
restaurants,Restaurants,qm7IuVLbW_AlhDaz8TTAFw
french,French,MNhCyN8YLlVaoHxfRrsdMw
hotdogs,Fast Food,gvG0ck-RRyC1PulkPns2lA
hotdogs,Fast Food,6aH86_Cz76TeFnKB1_Z75A
burgers,Burgers,6aH86_Cz76TeFnKB1_Z75A
hotels,Hotels,IKBg5Tsh19uS50MCAEyqbA
bistros,Bistros,IKBg5Tsh19uS50MCAEyqbA
hotdogs,Fast Food,YXTdM8tL4nywkf6Gv-KLzw
japanese,Japanese,YXTdM8tL4nywkf6Gv-KLzw
creperies,Creperies,mcE6ghhQ9KCv_iZO6VF1bA
icecream,Ice Cream & Frozen Yogurt,m90LJIsLsBFcFoQljKRG-A
creperies,Creperies,m90LJIsLsBFcFoQljKRG-A
coffee,Coffee & Tea,NCY1hqkHQaDXRUbF4nHx1w
french,French,qsnDWWLY1VlpJ1-j05oyiw
french,French,l2MfmgWbln2Ipvx6nMotfQ
senegalese,Senegalese,3YUMRBAAhzdRDqtCjZD3wQ
pizza,Pizza,9zeGyZ4Jjxqy3CIDBatpgg
cafes,Cafes,wLJauRAVfiy9Bvm1OBlqmQ
thai,Thai,ucR5AA4Zc7ZRCphXhEav8A
vietnamese,Vietnamese,ucR5AA4Zc7ZRCphXhEav8A
moroccan,Moroccan,Ci-iMtynez8b-t4UIQGBIw
arabian,Arabic,Ci-iMtynez8b-t4UIQGBIw
restaurants,Restaurants,wOFpoPg2XcPlBreHrkL8iA
greek,Greek,MKmz0ptJQ0ESQpIkmwLHiA
lebanese,Lebanese,MYbGL7JiVwBEMThS-9pMbA
japanese,Japanese,FDrFOa-4-qSmmwApdOZGjA
restaurants,Restaurants,7BNaV_t860PA6ID7SXdBdg
french,French,ymRpMJ0kHHAlChHqOru_wg
hotels,Hotels,VHaYSjuEGzSRHS14pTCs3Q
restaurants,Restaurants,VHaYSjuEGzSRHS14pTCs3Q
burgers,Burgers,4YPA4DHpi6du5ZQiGABcCQ
japanese,Japanese,ycitZAVFX7jP8SlPjB_SZQ
sushi,Sushi Bars,ycitZAVFX7jP8SlPjB_SZQ
seafood,Seafood,kHnkpReaNAYZkqyl807Qng
portuguese,Portuguese,kHnkpReaNAYZkqyl807Qng
salad,Salad,lG2aPgVQMW8YmvoNzLDkfA
hotdogs,Fast Food,lG2aPgVQMW8YmvoNzLDkfA
sandwiches,Sandwiches,lG2aPgVQMW8YmvoNzLDkfA
butcher,Butcher,gIrFjcWGwjOYBqlf-Tfyqw
caribbean,Caribbean,l0z9LfhJQ-B_KpB-KGhBbg
hotels,Hotels,GkYk16xvQs33vnqe_Vgc2A
breakfast_brunch,Breakfast & Brunch,GkYk16xvQs33vnqe_Vgc2A
cafes,Cafes,BjAR-v4S7x_Xzf5-EcveDQ
french,French,BjAR-v4S7x_Xzf5-EcveDQ
french,French,oljvmpjZBKv5lm58Jq7XRw
french,French,Zkz4TNWf-nooLvoUVQRuFQ
creperies,Creperies,Zkz4TNWf-nooLvoUVQRuFQ
french,French,W9FYeTUI8d5YHbVyUBmS-A
korean,Korean,8Hx-wGCLks3E7Ai6zGFsvQ
african,African,C9bdgKJqAn8vYrxgaWreyQ
french,French,VC8GEfn_5KkReOIEpVtJRQ
bars,Bars,VC8GEfn_5KkReOIEpVtJRQ
desserts,Desserts,oJBKrtRF6rmiQC3n5PreyA
coffee,Coffee & Tea,yyFIOhLbnFu2swe06qCwlg
bagels,Bagels,yyFIOhLbnFu2swe06qCwlg
breakfast_brunch,Breakfast & Brunch,yyFIOhLbnFu2swe06qCwlg
moroccan,Moroccan,GrFah77tQIU3t_kKVLx4hQ
bistros,Bistros,GrFah77tQIU3t_kKVLx4hQ
italian,Italian,6geF1RrWjgLn4cX8xSpNnw
hotdogs,Fast Food,6geF1RrWjgLn4cX8xSpNnw
bakeries,Bakeries,7EkrWK89QUqlTNQrjJ73Gg
seafood,Seafood,K7LaF225SlyyEqSdjHtcMg
italian,Italian,M5OZSQETvSRPVbLdWDwIYw
bistros,Bistros,Be2Pbda2li3cHmmXLILbZg
wine_bars,Wine Bars,Be2Pbda2li3cHmmXLILbZg
french,French,dobldPbb3uh6Uet7OBm5-g
bistros,Bistros,3suJu-667dRPuqRd7Te_Dg
brasseries,Brasseries,3suJu-667dRPuqRd7Te_Dg
italian,Italian,zqh6jyBabvzC92bxW2Gjyg
italian,Italian,K6xEXWv-5OV_H5wLmaC1mw
bakeries,Bakeries,YbycGye-bTcq5s8vCj_0ow
bakeries,Bakeries,JNtpahsAngLdvVJmxnE2cQ
sandwiches,Sandwiches,JNtpahsAngLdvVJmxnE2cQ
italian,Italian,8Vep7z2JA-lzObsah5PbRw
french,French,cL5fGCT3-dGfOEulLI-joA
bakeries,Bakeries,lajtG0dwreoQ29FU5Y5f_A
moroccan,Moroccan,bn19ObsRa9suEi9yWg-5CA
indpak,Indian,al4Rqn-y-u_Z79atrDaVMw
vegetarian,Vegetarian,al4Rqn-y-u_Z79atrDaVMw
korean,Korean,jNk8Deos5q4rp2A1RWZ9HQ
japanese,Japanese,NgrtKocyYmLtmp2jKzDsWg
sushi,Sushi Bars,NgrtKocyYmLtmp2jKzDsWg
peruvian,Peruvian,NgrtKocyYmLtmp2jKzDsWg
french,French,g9ig7BLxpOXCkV1577dz5A
tapas,Tapas Bars,g9ig7BLxpOXCkV1577dz5A
chimneycakes,Chimney Cakes,tXUEgPAskgZoG1fLxFph0w
cafes,Cafes,tXUEgPAskgZoG1fLxFph0w
coffee,Coffee & Tea,tXUEgPAskgZoG1fLxFph0w
bakeries,Bakeries,psgyozH6OXYLu-q3PAiNlw
burgers,Burgers,G_h2fX0yRz-qMeTOfs7vYA
bistros,Bistros,G7sJRDfxYtK77reZkRyXag
basque,Basque,E3PvQMOiAnCVTUgPSU1mJQ
french,French,_NIqfAkvcwqq_EGwoNVVPA
fooddeliveryservices,Food Delivery Services,fK946J51hqdGSzBqRK-g3A
pizza,Pizza,fK946J51hqdGSzBqRK-g3A
japanese,Japanese,tNE6LVL-ULRqwx9rgSp8uA
asianfusion,Asian Fusion,woe46ynr7LUMHmDWghuCuQ
bagels,Bagels,c9TxmrGiYAePoc-88-kl3w
italian,Italian,K_IVEfjDHORtnAtK40WfvQ
pizza,Pizza,K_IVEfjDHORtnAtK40WfvQ
french,French,Rke7WEUz9APaI4Mu9GUs1A
museums,Museums,7yHQXu5CQnbdDb8e2w9RgA
pizza,Pizza,sceAP8ZhJLMzIMhA2iwqOw
sicilian,Sicilian,sceAP8ZhJLMzIMhA2iwqOw
coffee,Coffee & Tea,d2-084oRPaJdVZxQrwEovQ
sandwiches,Sandwiches,d2-084oRPaJdVZxQrwEovQ
restaurants,Restaurants,wtyAjXRCSBpRe-vGeXcX2g
creperies,Creperies,rOPra9-1Awkd8LAOAE9dHQ
italian,Italian,jzudgXTV1e7ZX1Bl2dW0qg
armenian,Armenian,jzudgXTV1e7ZX1Bl2dW0qg
pizza,Pizza,jzudgXTV1e7ZX1Bl2dW0qg
japanese,Japanese,2l-xB8TRHb-JtTBHy22hwA
sushi,Sushi Bars,2l-xB8TRHb-JtTBHy22hwA
vietnamese,Vietnamese,gUdqjK6d6yjE1bcXxVhPzA
japanese,Japanese,_a81jjf6ennXAvL_F0AkNg
chinese,Chinese,3yLiEblgH3zgTzrmI8ypXw
tapas,Tapas Bars,GOZvP4ihp2uf6h8CGRymaw
restaurants,Restaurants,R4_e4MqgH-uXCtqidoRWLA
italian,Italian,s0KEjp_64D7I7dLHN_8Zbw
pizza,Pizza,s0KEjp_64D7I7dLHN_8Zbw
french,French,K_Yk2TrrO4wVI8vnjCjdTQ
french,French,9ZoYeUrT40oxl3Ik5RrtdA
italian,Italian,qMPGNDvZ6xdnwoomTSRHEA
indpak,Indian,Ey3PHSfPswo3_KOojYJqhg
icecream,Ice Cream & Frozen Yogurt,wWq6yGoMDqQadze1gn8Ycw
italian,Italian,G2ey0HnPMFguxpDjV03yew
french,French,Gq4QC2N6l51q6sVzMaXEIQ
gastropubs,Gastropubs,Gq4QC2N6l51q6sVzMaXEIQ
pizza,Pizza,TPltxpy-cGjHcKC6Ex3efw
burgers,Burgers,d5s9ZX9zJtsqIXzMm_h0IA
bbq,Barbeque,d5s9ZX9zJtsqIXzMm_h0IA
halal,Halal,d5s9ZX9zJtsqIXzMm_h0IA
restaurants,Restaurants,hi8PwxO-WAXmOPZ7YwI8Lw
toys,Toy Stores,rMbUAzE_yeNbD9aNaCPDEg
cafes,Cafes,rMbUAzE_yeNbD9aNaCPDEg
baby_gear,Baby Gear & Furniture,rMbUAzE_yeNbD9aNaCPDEg
bistros,Bistros,Tf7C0iP7leWOuhCKIG4c4A
colombian,Colombian,2CyOhmNkTvrPkF8BHn9zEw
szechuan,Szechuan,3WAwB6GqfV-3x0sgcKvvlQ
asianfusion,Asian Fusion,3WAwB6GqfV-3x0sgcKvvlQ
japanese,Japanese,7O-jfqLq2tQtBbe8bPusiA
coffee,Coffee & Tea,YfBy-nGsh_zkavnY-ZP5wA
french,French,MclbOIDIHINQsDQp216EwQ
bistros,Bistros,MclbOIDIHINQsDQp216EwQ
italian,Italian,Ad0hO5bHmU3x2q8Et5rj8Q
italian,Italian,m5SD1lh5_fRAXaw_lvV7MA
pizza,Pizza,m5SD1lh5_fRAXaw_lvV7MA
romanian,Romanian,2sqqOdxJKSo_wx6YLbT2MQ
fooddeliveryservices,Food Delivery Services,QWZqTxXmrCy50vL7YKWjRw
panasian,Pan Asian,QWZqTxXmrCy50vL7YKWjRw
restaurants,Restaurants,bMAhMnutnfobLcNfycNmuw
polish,Polish,nX_X7AzAPIvxC37TzyFblg
japanese,Japanese,iVvV7JHbzlmZXcKt8i2piw
sushi,Sushi Bars,iVvV7JHbzlmZXcKt8i2piw
brasseries,Brasseries,Du4-X3V6K6S4_ginLEwM3w
italian,Italian,_0r47Ndaf4ai9FW4fcWrng
chinese,Chinese,j48aLL6T0fRl5jOc8SKQDg
restaurants,Restaurants,U82beEQrJl619WDfAC5zpA
bakeries,Bakeries,KLwpyHbVp5ngZEGnsAmsNg
parks,Parks,_D56zcgU464U9TRzwx_2vg
mideastern,Middle Eastern,k6JuNL5wIHDDhBwXMdHbiw
brasseries,Brasseries,HFFDUgNmlH6j4dUJleUlWQ
bistros,Bistros,HFFDUgNmlH6j4dUJleUlWQ
pizza,Pizza,BsjxampP1hZw8D4L3YXPQA
bistros,Bistros,Vflr05BvU3IArpY1VUgvEQ
brasseries,Brasseries,BguzdE4c3SgiLECDjlGGxg
panasian,Pan Asian,FwS2IhT8fPUZjUUv9UJQKw
japanese,Japanese,s4kajb26Y_bdRr3STXhJfg
pizza,Pizza,CqahvUjF0G9ek-evvPZe0Q
fooddeliveryservices,Food Delivery Services,CqahvUjF0G9ek-evvPZe0Q
bubbletea,Bubble Tea,k4b-XsvfqFNBSqE_Mafemg
burgers,Burgers,k4b-XsvfqFNBSqE_Mafemg
japanese,Japanese,eChiswjoRHKrjskRtJu00g
coffee,Coffee & Tea,0G3dwXqveeURdFTIiJNSTg
breakfast_brunch,Breakfast & Brunch,0G3dwXqveeURdFTIiJNSTg
sandwiches,Sandwiches,0G3dwXqveeURdFTIiJNSTg
hotdogs,Fast Food,4EyI-2KItwBN9TCohvSOig
japanese,Japanese,4EyI-2KItwBN9TCohvSOig
indpak,Indian,rEB6le27-sbREL4KezB9kg
french,French,2KKeZ4nX20tWG1DGYTq85w
french,French,ddshc2_LFf68XC458dx3GA
bars,Bars,ddshc2_LFf68XC458dx3GA
tea,Tea Rooms,ddshc2_LFf68XC458dx3GA
bakeries,Bakeries,9ODa0tzVw3Sn9ZlGBZtDPQ
portuguese,Portuguese,So2c0LEw8142-dgXuERlbg
french,French,So2c0LEw8142-dgXuERlbg
korean,Korean,vab1F8v52U9-Ya8gNR3bPQ
french,French,LYW9u8sZs57PrLad00zcdg
creperies,Creperies,mi2HN03GfT95eSxSIgwrsg
french,French,vPi2XGg6y1czjnrLolZ75Q
french,French,b_6uSJPYQjsB8jzBE0BcOQ
bakeries,Bakeries,7r_pSAFACWtXE3l9f3RyeQ
thai,Thai,zceKRHQNcfg-8dpL_LTwcA
icecream,Ice Cream & Frozen Yogurt,ULxaZItozE3r_xftjPm-dA
italian,Italian,eMqz3srR2fd_9yv918k4dQ
pizza,Pizza,eMqz3srR2fd_9yv918k4dQ
kebab,Kebab,S2n0c2-J0aCqaQ1zlNfspw
turkish,Turkish,S2n0c2-J0aCqaQ1zlNfspw
creperies,Creperies,ys7txWUPL844PjSwNI3e_w
wineries,Wineries,Fm8t-aDBD2UvnlwGit943Q
wine_bars,Wine Bars,Fm8t-aDBD2UvnlwGit943Q
catering,Caterers,H86oVZ2SWQI0eRj7cginow
italian,Italian,H86oVZ2SWQI0eRj7cginow
bakeries,Bakeries,t46JBReaB4xTQ9uD-2RLgA
dimsum,Dim Sum,kuFyh0bNUJuF1v8CJ447AQ
panasian,Pan Asian,kuFyh0bNUJuF1v8CJ447AQ
french,French,Ho1rQgdFwwRP6oqaqe8MOg
seafood,Seafood,Ho1rQgdFwwRP6oqaqe8MOg
vegan,Vegan,SrXJNzZVyqgAJWHJ5ERQug
coffee,Coffee & Tea,1W3eqDoP-udoLV_pjawWug
cakeshop,Patisserie/Cake Shop,1W3eqDoP-udoLV_pjawWug
concept_shops,Concept Shops,1W3eqDoP-udoLV_pjawWug
vegetarian,Vegetarian,GOzgHvNY9qGFSLHdNZ7d2Q
caribbean,Caribbean,GOzgHvNY9qGFSLHdNZ7d2Q
jazzandblues,Jazz & Blues,m7TQieZVrdcqflApHiU-vg
bistros,Bistros,m7TQieZVrdcqflApHiU-vg
french,French,WwXPbv3fvK7fRCqoob0xaw
caribbean,Caribbean,cYCENbYpJZ8sYk5AQN-RXA
restaurants,Restaurants,_O4gaApJQ_vqP8OKlzwP4Q
sushi,Sushi Bars,KiZR5NIk_iba3AXS2raRbA
japanese,Japanese,KiZR5NIk_iba3AXS2raRbA
pizza,Pizza,G7l4Qhr-3Q4YDZtule6p1Q
breakfast_brunch,Breakfast & Brunch,G7l4Qhr-3Q4YDZtule6p1Q
mediterranean,Mediterranean,G7l4Qhr-3Q4YDZtule6p1Q
brasseries,Brasseries,20MkPf5YFiGV_QrWq7sAbg
modern_european,Modern European,20MkPf5YFiGV_QrWq7sAbg
french,French,bVc3sFBXzYf8M8bObMNNKg
french,French,H0RVV5ydCfxpJ4H3k7ZF4A
pizza,Pizza,LeT992tuD-7sXxWzo3b3Tw
french,French,8N3LTC-Li77zpn5NkXIu0A
french,French,hwfCJCxtt41_8pgGfZnbOA
pizza,Pizza,K20IsRYv0xwiztpq5XBTnw
italian,Italian,lnlVtGV8kxp0GEwPwGOLoQ
restaurants,Restaurants,L7d-EQUR8WybSqOiJlszaw
parks,Parks,ikLPLNIzNtNLG6435ZccHw
thai,Thai,2969AvYrTCsmP-fxTz-0Lw
moroccan,Moroccan,Grixkfss8zJyfaUEnA6NAg
bakeries,Bakeries,NSVra69-XT2g5kose-hZDg
cakeshop,Patisserie/Cake Shop,NSVra69-XT2g5kose-hZDg
french,French,alK32dk5lEKghN4c6FHG3A
french,French,TMhKxJx-QQCxQXvNFY2wmg
japanese,Japanese,TTkYrl5eXfOWqR0esY2Tuw
sushi,Sushi Bars,TTkYrl5eXfOWqR0esY2Tuw
bakeries,Bakeries,DZN-T4fHiASR2VKLeG-Oyw
bakeries,Bakeries,vyvN8xIkrZBN9Y7NRKZeCg
restaurants,Restaurants,C61JHv2LBdEvbIdN3VYhmg
chickenshop,Chicken Shop,nq9BpTIeRZzm7hfTLa60xQ
hotdogs,Fast Food,nq9BpTIeRZzm7hfTLa60xQ
hotdogs,Fast Food,he1IQ4dM0mlFeTrSAFDOwA
creperies,Creperies,0vR4bJMsRIiFUquq2bwQgg
restaurants,Restaurants,x8saJWoTvP806Eznxr3MLA
pizza,Pizza,Ta6o2mG6OrfDpKdhsUfeBA
italian,Italian,Ta6o2mG6OrfDpKdhsUfeBA
french,French,71l-ibe0wjh5FNqvhsrnwQ
cheese,Cheese Shops,zCG2ePWSiXxsWgHAiC62Sw
salad,Salad,zCG2ePWSiXxsWgHAiC62Sw
delicatessen,Delicatessen,zCG2ePWSiXxsWgHAiC62Sw
french,French,uXDdr1ZlxawGlrpsRfvZtA
pizza,Pizza,bCFm_UWwhiyoPStWjHigTw
bistros,Bistros,bCFm_UWwhiyoPStWjHigTw
italian,Italian,bCFm_UWwhiyoPStWjHigTw
pizza,Pizza,spRWDHUhdSyMwfr4_QWXgA
italian,Italian,spRWDHUhdSyMwfr4_QWXgA
indpak,Indian,FprAiHz74ubnT75EIYvIsg
bakeries,Bakeries,zsmZxkzFXSHk6Zt4M1PbJA
chocolate,Chocolatiers & Shops,zsmZxkzFXSHk6Zt4M1PbJA
butcher,Butcher,JxGL8zxzZlWWpen-hCaCFg
bakeries,Bakeries,Kjnxs5A--m6lwY_cb2Btmw
indpak,Indian,KYqh1sfd9Vr5MFXRpWoKRA
halal,Halal,KYqh1sfd9Vr5MFXRpWoKRA
hotdogs,Fast Food,sypgvOxFw9o0XL35ht41Xw
chickenshop,Chicken Shop,sypgvOxFw9o0XL35ht41Xw
french,French,ptH73KHvHfRCrQwFRRorzQ
japanese,Japanese,s6gjX-fk_KvDROWisXC_sQ
chinese,Chinese,s6gjX-fk_KvDROWisXC_sQ
sushi,Sushi Bars,s6gjX-fk_KvDROWisXC_sQ
hotdogs,Fast Food,ob0SlrBZtkyg4EDzRlb8hw
steak,Steakhouses,_r3tLiS7leOFJHOyXAopZQ
brasseries,Brasseries,_r3tLiS7leOFJHOyXAopZQ
french,French,qdd3KbphXk2X6Pz0YAYqrQ
steak,Steakhouses,UmI1pa5SCW6oOk9Dw_TV3Q
bbq,Barbeque,UmI1pa5SCW6oOk9Dw_TV3Q
steak,Steakhouses,ynTtQJ2uMrN26lLu0s1fDw
burgers,Burgers,ynTtQJ2uMrN26lLu0s1fDw
tex-mex,Tex-Mex,ynTtQJ2uMrN26lLu0s1fDw
hotdogs,Fast Food,fOToTzoXBeOdSFYhst6e9Q
burgers,Burgers,fOToTzoXBeOdSFYhst6e9Q
italian,Italian,AZUXF5luRZEqtgne0afZ8g
bakeries,Bakeries,jG7NOKZdt0Db_uk17v4paw
japanese,Japanese,Dcus2Es3kHsYJPWqVnYBNw
sushi,Sushi Bars,Dcus2Es3kHsYJPWqVnYBNw
french,French,1M3LmS7ig4U_Fn24naGHsA
steak,Steakhouses,PMkwPfmC3qgpIoqAYJ5twg
bakeries,Bakeries,bg4RRtqMQ7huAK6FgZddBQ
realestate,Real Estate,NTXyqobfOO3MkqWoZqjmAw
hotdogs,Fast Food,NTXyqobfOO3MkqWoZqjmAw
pizza,Pizza,bw-FeeoI3G6p6sfxf3N5GA
french,French,nKgbyels-wU39bN28WGK_Q
pizza,Pizza,vOH-l0AOnr9rZSo8JRnvzg
lebanese,Lebanese,OBOaF9UQnxUx-t376wvHxw
peruvian,Peruvian,7sU6RiweLjouCbNLz96FEQ
creperies,Creperies,dspHNJKMs4TorCLO6n7EjA
tea,Tea Rooms,dspHNJKMs4TorCLO6n7EjA
food,Food,OXQ-eLkvBnNqyoAEg34DtA
bars,Bars,OXQ-eLkvBnNqyoAEg34DtA
sportsbars,Sports Bars,oFH-mSHI2oIR9iPzx0rzfg
bars,Bars,-ItaIO4-QnuK-EHVV7onDg
food,Food,-ItaIO4-QnuK-EHVV7onDg
french,French,lh8kyKLF0YHb4K1_W5vzgQ
napoletana,Napoletana,031_MIYHqcM407dqpzDSdQ
pizza,Pizza,031_MIYHqcM407dqpzDSdQ
italian,Italian,lFaDzW86LRHE47QgDTW4jA
bakeries,Bakeries,IWW8TVa5G9lRgwleZ6e44w
desserts,Desserts,IWW8TVa5G9lRgwleZ6e44w
cakeshop,Patisserie/Cake Shop,IWW8TVa5G9lRgwleZ6e44w
french,French,lryGLNBv-MQZgKmOqHpKAQ
bakeries,Bakeries,ez2UJVbggBGKGkNBc_qCVA
bakeries,Bakeries,r1ikC9C7Xirnq1xfeuDDYw
pizza,Pizza,3ajIPoF3c4Y0cYyvh0861A
italian,Italian,3ajIPoF3c4Y0cYyvh0861A
restaurants,Restaurants,SYDQjIgUeurqAIVNUMRB_Q
indpak,Indian,tPe1CR1dBMaTmdw4expY4Q
restaurants,Restaurants,xJbADfma-BVwKut54CokLQ
chinese,Chinese,e-fcore0WD5N_J40_aGMag
hotdogs,Fast Food,cWoRK7IzwrUMSwoJ485qnQ
indpak,Indian,GyqUjaPEApYd7QP02gxu8g
japanese,Japanese,s18j6WjIhpOu1CHDBqEJEw
sushi,Sushi Bars,s18j6WjIhpOu1CHDBqEJEw
bistros,Bistros,ksBxomAPGfmBUHuP4UtvYA
french,French,i5M0jlSo4eI_pXfdwNVAmQ
french,French,MWARvhGP6aAiazcydsHYLQ
breakfast_brunch,Breakfast & Brunch,MWARvhGP6aAiazcydsHYLQ
french,French,x24WKop_7_sK6WzjnViIJA
burgers,Burgers,KOLp5VG6oUmtHAQOEAoSvg
french,French,swbPxkqbGi-SDDVrnKY9-g
wine_bars,Wine Bars,8dukMPN_DYb6E0UjyQ1nlQ
french,French,8dukMPN_DYb6E0UjyQ1nlQ
french,French,K_P-jJIvYc9_TA2cFrQpbw
french,French,LftFrkhdaUaMPknl4rnzHg
wine_bars,Wine Bars,LftFrkhdaUaMPknl4rnzHg
pizza,Pizza,S0lwCuaMEV9F34nNOLfGzg
halal,Halal,KWd1wgFV5ubfcc_zTV8ZnA
french,French,KWd1wgFV5ubfcc_zTV8ZnA
japanese,Japanese,5QIzUMMoBFHo_GS92v60wQ
restaurants,Restaurants,pn5t5SyHamI1oQXuD-rg1Q
pizza,Pizza,Ik3FZBsentqC8AMDurmqfA
italian,Italian,Ik3FZBsentqC8AMDurmqfA
butcher,Butcher,QD3ooBpspQOrI0s0CHqidg
burgers,Burgers,DhvUVBRKNnd3_4j7vgQV9Q
tex-mex,Tex-Mex,DhvUVBRKNnd3_4j7vgQV9Q
pizza,Pizza,DhvUVBRKNnd3_4j7vgQV9Q
portuguese,Portuguese,6O3GCORH2W2W1m_N46K7_Q
japanese,Japanese,oePomlZxIh6w53PpXooTrA
thai,Thai,oePomlZxIh6w53PpXooTrA
burgers,Burgers,lmNkg10A47pVX4h50_t-UA
hotdogs,Fast Food,lmNkg10A47pVX4h50_t-UA
bakeries,Bakeries,IZFnqgGRMo6juKCO0ocxRA
gardens,Botanical Gardens,2nJN8CVSps7lNtdyWhir8w
parks,Parks,2nJN8CVSps7lNtdyWhir8w
chinese,Chinese,cizV8r6XnVCGxlvnYYFCRw
restaurants,Restaurants,NdQEZLTNoPecS7qOesc0gA
pizza,Pizza,gxck3bjA5kjYI0ggNfOOlw
food,Food,gxck3bjA5kjYI0ggNfOOlw
bakeries,Bakeries,GqdAewJNDDR4Qk3xo8QmrA
museums,Museums,ZSBDzVrKCNJyUiRxIa_6sQ
japanese,Japanese,_V8e0TuyXrJYGeUw4xxNBQ
french,French,3PCV9V60ApNV2J_buBwXPA
restaurants,Restaurants,eg9mQfPdYxffoO3bJDslsw
french,French,k7EIezUS1GHxJc9ALIWJhA
creperies,Creperies,nt8xaDJG81y_OLgE3KFV3A
japanese,Japanese,UFbTHxUmyFqioAPgaKj2Gw
sushi,Sushi Bars,UFbTHxUmyFqioAPgaKj2Gw
hotdogs,Fast Food,UFbTHxUmyFqioAPgaKj2Gw
fooddeliveryservices,Food Delivery Services,UFbTHxUmyFqioAPgaKj2Gw
french,French,tCJbmHLHNL2IqOTeDS4lQA
landmarks,Landmarks & Historical Buildings,cekPcWKzxABG20T_5_j6tQ
pizza,Pizza,Tldn5fZ9-flOxh7OFiEu1g
parks,Parks,FsxmezhpqD1bXxBN1TxL9w
vietnamese,Vietnamese,P96N5Cq8UW6rJ5LgaijWOg
bakeries,Bakeries,WBzvF5BJU-HTpJ62aCddLA
french,French,lQaY-u398z7t4lYp1vnfvQ
bistros,Bistros,lQaY-u398z7t4lYp1vnfvQ
italian,Italian,L6mwTgmWYhyvaZR1fmvrug
bars,Bars,L6mwTgmWYhyvaZR1fmvrug
coffee,Coffee & Tea,L6mwTgmWYhyvaZR1fmvrug
restaurants,Restaurants,loIXrQ-q3LOBgVyw2OZCAA
indpak,Indian,mb1As21kDU719nTSGerNCg
brasseries,Brasseries,yUEqSo1jVRlRTBMXNgdWpQ
portuguese,Portuguese,SnNY0_BftioHVOT94zq7Tw
pizza,Pizza,pSrKZs4V211Gb-PEvN0D0A
skate_parks,Skate Parks,xS6tYa_c0AdWQq_fJm7qpw
chinese,Chinese,6IOdem6b0lgk4VbdGEaTPw
hotdogs,Fast Food,AG-74tLizyzNYPdg97bIug
chickenshop,Chicken Shop,AG-74tLizyzNYPdg97bIug
gardens,Botanical Gardens,L4tYXryUg-uYk6fsU2qVNQ
parks,Parks,L4tYXryUg-uYk6fsU2qVNQ
auto,Automotive,lmvpdXnfgz6k5NMmX-zwxg
bars,Bars,lmvpdXnfgz6k5NMmX-zwxg
trainstations,Train Stations,lmvpdXnfgz6k5NMmX-zwxg
amusementparks,Amusement Parks,p7we0TEB1MzcJRlQYTjogA
